ID,LABEL
502,1
503,9
504,9
505,5
506,6
507,3
508,4
509,0
510,1
511,2
512,5
513,4
514,1
515,2
516,6
517,1
518,1
519,3
520,1
521,1
522,1
523,5
524,2
525,6
526,9
527,8
528,3
529,7
530,6
531,5
532,2
533,7
534,1
535,6
536,2
537,5
538,2
539,9
540,9
541,9
542,9
543,3
544,5
545,2
546,2
547,9
548,1
549,2
550,7
551,1
552,7
553,1
554,2
555,0
556,2
557,5
558,1
559,1
560,0
561,3
562,9
563,3
564,7
565,1
566,9
567,3
568,5
569,1
570,0
571,1
572,9
573,1
574,1
575,1
576,2
577,2
578,1
579,2
580,5
581,1
582,5
583,6
584,9
585,8
586,8
587,8
588,1
589,8
590,3
591,8
592,3
593,2
594,1
595,5
596,2
597,1
598,9
599,7
600,2
601,9
602,1
603,8
604,9
605,6
606,2
607,6
608,3
609,0
610,3
611,0
612,7
613,9
614,0
615,8
616,6
617,9
618,4
619,0
620,3
621,1
622,9
623,1
624,9
625,1
626,2
627,9
628,2
629,0
630,0
631,8
632,6
633,2
634,7
635,0
636,6
637,3
638,2
639,2
640,0
641,7
642,1
643,8
644,6
645,4
646,2
647,1
648,9
649,3
650,1
651,0
652,9
653,3
654,3
655,0
656,5
657,9
658,8
659,2
660,8
661,3
662,8
663,0
664,1
665,1
666,9
667,3
668,1
669,0
670,9
671,6
672,0
673,7
674,1
675,7
676,9
677,8
678,2
679,2
680,0
681,3
682,3
683,1
684,2
685,5
686,1
687,8
688,0
689,9
690,8
691,2
692,2
693,9
694,0
695,5
696,1
697,6
698,4
699,4
700,1
701,0
702,4
703,1
704,7
705,3
706,5
707,9
708,5
709,1
710,3
711,2
712,6
713,9
714,9
715,2
716,9
717,5
718,2
719,7
720,9
721,1
722,0
723,8
724,0
725,7
726,5
727,9
728,8
729,3
730,1
731,3
732,5
733,3
734,3
735,1
736,0
737,1
738,7
739,0
740,2
741,9
742,1
743,1
744,1
745,9
746,5
747,7
748,2
749,8
750,1
751,1
752,9
753,7
754,2
755,8
756,2
757,7
758,0
759,3
760,0
761,0
762,1
763,3
764,7
765,0
766,2
767,3
768,5
769,9
770,9
771,1
772,5
773,3
774,9
775,1
776,1
777,7
778,6
779,9
780,1
781,3
782,2
783,3
784,2
785,9
786,2
787,4
788,0
789,8
790,4
791,2
792,6
793,1
794,1
795,0
796,0
797,1
798,9
799,3
800,9
801,8
802,3
803,6
804,9
805,4
806,1
807,1
808,2
809,2
810,1
811,9
812,9
813,1
814,3
815,0
816,0
817,9
818,0
819,2
820,8
821,8
822,9
823,2
824,9
825,1
826,6
827,2
828,0
829,2
830,7
831,9
832,1
833,1
834,1
835,2
836,1
837,9
838,1
839,2
840,8
841,1
842,2
843,1
844,2
845,1
846,2
847,1
848,0
849,0
850,2
851,3
852,0
853,2
854,9
855,5
856,6
857,4
858,2
859,1
860,9
861,2
862,9
863,1
864,1
865,1
866,1
867,0
868,6
869,4
870,9
871,3
872,9
873,2
874,2
875,6
876,9
877,2
878,3
879,0
880,0
881,1
882,0
883,1
884,1
885,9
886,3
887,2
888,1
889,8
890,3
891,0
892,4
893,8
894,6
895,0
896,9
897,3
898,5
899,2
900,9
901,2
902,8
903,0
904,6
905,0
906,2
907,1
908,8
909,1
910,3
911,7
912,3
913,0
914,9
915,9
916,2
917,1
918,1
919,1
920,0
921,3
922,0
923,3
924,1
925,6
926,9
927,8
928,9
929,0
930,3
931,9
932,1
933,9
934,0
935,1
936,2
937,1
938,5
939,4
940,2
941,2
942,1
943,9
944,1
945,3
946,3
947,1
948,0
949,1
950,1
951,0
952,9
953,1
954,3
955,8
956,0
957,1
958,2
959,3
960,1
961,1
962,6
963,3
964,5
965,1
966,2
967,2
968,5
969,2
970,1
971,0
972,9
973,7
974,9
975,7
976,2
977,2
978,1
979,2
980,8
981,5
982,3
983,8
984,7
985,8
986,8
987,2
988,2
989,1
990,9
991,0
992,5
993,9
994,4
995,5
996,7
997,3
998,2
999,9
1000,3
1001,2
1002,0
1003,0
1004,6
1005,9
1006,3
1007,7
1008,7
1009,8
1010,8
1011,1
1012,1
1013,5
1014,1
1015,0
1016,7
1017,1
1018,0
1019,1
1020,7
1021,0
1022,3
1023,4
1024,3
1025,1
1026,5
1027,7
1028,1
1029,1
1030,1
1031,2
1032,5
1033,1
1034,5
1035,1
1036,2
1037,8
1038,2
1039,4
1040,2
1041,1
1042,9
1043,1
1044,1
1045,3
1046,5
1047,9
1048,4
1049,1
1050,5
1051,8
1052,5
1053,1
1054,2
1055,6
1056,1
1057,6
1058,8
1059,0
1060,1
1061,7
1062,3
1063,0
1064,0
1065,9
1066,0
1067,9
1068,8
1069,7
1070,0
1071,3
1072,6
1073,2
1074,4
1075,0
1076,1
1077,1
1078,8
1079,1
1080,3
1081,1
1082,2
1083,9
1084,1
1085,3
1086,2
1087,4
1088,3
1089,2
1090,2
1091,9
1092,1
1093,5
1094,4
1095,1
1096,2
1097,3
1098,1
1099,2
1100,9
1101,1
1102,1
1103,1
1104,3
1105,1
1106,3
1107,5
1108,1
1109,2
1110,7
1111,0
1112,1
1113,5
1114,0
1115,9
1116,1
1117,2
1118,1
1119,6
1120,9
1121,2
1122,1
1123,8
1124,1
1125,2
1126,1
1127,3
1128,3
1129,5
1130,2
1131,5
1132,9
1133,1
1134,7
1135,9
1136,5
1137,2
1138,1
1139,1
1140,2
1141,2
1142,3
1143,1
1144,2
1145,0
1146,8
1147,2
1148,5
1149,4
1150,1
1151,0
1152,0
1153,5
1154,9
1155,9
1156,3
1157,2
1158,0
1159,1
1160,7
1161,3
1162,3
1163,1
1164,3
1165,1
1166,5
1167,0
1168,1
1169,7
1170,6
1171,7
1172,3
1173,1
1174,1
1175,2
1176,2
1177,6
1178,2
1179,6
1180,1
1181,1
1182,0
1183,9
1184,1
1185,4
1186,7
1187,1
1188,8
1189,1
1190,0
1191,6
1192,9
1193,0
1194,5
1195,7
1196,0
1197,1
1198,2
1199,7
1200,7
1201,2
1202,6
1203,7
1204,7
1205,2
1206,5
1207,4
1208,0
1209,6
1210,2
1211,6
1212,1
1213,0
1214,9
1215,2
1216,8
1217,3
1218,5
1219,0
1220,9
1221,8
1222,1
1223,3
1224,9
1225,1
1226,9
1227,7
1228,1
1229,8
1230,5
1231,5
1232,6
1233,5
1234,0
1235,8
1236,9
1237,5
1238,3
1239,3
1240,1
1241,2
1242,2
1243,1
1244,0
1245,5
1246,1
1247,6
1248,0
1249,1
1250,3
1251,9
1252,1
1253,2
1254,2
1255,1
1256,0
1257,1
1258,9
1259,8
1260,1
1261,3
1262,1
1263,5
1264,2
1265,9
1266,2
1267,3
1268,0
1269,2
1270,2
1271,0
1272,2
1273,5
1274,0
1275,2
1276,7
1277,9
1278,9
1279,4
1280,3
1281,9
1282,7
1283,9
1284,7
1285,2
1286,9
1287,2
1288,7
1289,3
1290,1
1291,4
1292,9
1293,7
1294,2
1295,0
1296,2
1297,2
1298,3
1299,2
1300,2
1301,8
1302,8
1303,9
1304,4
1305,1
1306,2
1307,9
1308,1
1309,9
1310,1
1311,1
1312,8
1313,1
1314,9
1315,1
1316,7
1317,0
1318,9
1319,0
1320,7
1321,2
1322,3
1323,2
1324,0
1325,3
1326,0
1327,8
1328,2
1329,6
1330,1
1331,0
1332,5
1333,1
1334,9
1335,1
1336,3
1337,7
1338,9
1339,9
1340,9
1341,0
1342,5
1343,7
1344,6
1345,2
1346,0
1347,6
1348,3
1349,7
1350,9
1351,1
1352,9
1353,2
1354,9
1355,3
1356,9
1357,5
1358,1
1359,3
1360,9
1361,2
1362,3
1363,1
1364,2
1365,6
1366,9
1367,8
1368,2
1369,3
1370,5
1371,3
1372,0
1373,9
1374,8
1375,0
1376,1
1377,2
1378,2
1379,8
1380,0
1381,0
1382,6
1383,9
1384,3
1385,6
1386,2
1387,8
1388,2
1389,6
1390,7
1391,0
1392,1
1393,0
1394,8
1395,3
1396,6
1397,1
1398,7
1399,5
1400,1
1401,1
1402,1
1403,0
1404,1
1405,0
1406,1
1407,2
1408,1
1409,1
1410,8
1411,8
1412,3
1413,0
1414,8
1415,5
1416,0
1417,9
1418,4
1419,9
1420,1
1421,1
1422,6
1423,7
1424,0
1425,1
1426,0
1427,2
1428,6
1429,5
1430,2
1431,2
1432,7
1433,8
1434,5
1435,2
1436,5
1437,5
1438,1
1439,3
1440,0
1441,2
1442,3
1443,5
1444,3
1445,7
1446,5
1447,2
1448,2
1449,7
1450,5
1451,3
1452,3
1453,3
1454,0
1455,8
1456,2
1457,3
1458,9
1459,9
1460,2
1461,8
1462,7
1463,9
1464,6
1465,1
1466,2
1467,8
1468,1
1469,3
1470,4
1471,2
1472,2
1473,2
1474,9
1475,9
1476,0
1477,1
1478,3
1479,8
1480,0
1481,0
1482,8
1483,2
1484,7
1485,2
1486,1
1487,0
1488,2
1489,2
1490,3
1491,9
1492,8
1493,1
1494,7
1495,7
1496,4
1497,3
1498,5
1499,1
1500,1
1501,0
1502,8
1503,1
1504,0
1505,9
1506,9
1507,8
1508,1
1509,1
1510,9
1511,1
1512,1
1513,5
1514,1
1515,7
1516,7
1517,2
1518,1
1519,5
1520,2
1521,1
1522,2
1523,0
1524,1
1525,2
1526,1
1527,8
1528,2
1529,3
1530,8
1531,8
1532,7
1533,8
1534,0
1535,8
1536,2
1537,7
1538,7
1539,1
1540,2
1541,8
1542,1
1543,9
1544,0
1545,0
1546,0
1547,2
1548,0
1549,6
1550,0
1551,6
1552,6
1553,6
1554,1
1555,2
1556,8
1557,7
1558,3
1559,2
1560,1
1561,7
1562,1
1563,1
1564,9
1565,1
1566,7
1567,1
1568,0
1569,1
1570,0
1571,2
1572,9
1573,1
1574,9
1575,4
1576,2
1577,5
1578,7
1579,1
1580,2
1581,7
1582,6
1583,3
1584,0
1585,9
1586,3
1587,5
1588,2
1589,7
1590,0
1591,5
1592,0
1593,3
1594,9
1595,1
1596,3
1597,8
1598,2
1599,1
1600,9
1601,7
1602,1
1603,2
1604,9
1605,0
1606,2
1607,7
1608,2
1609,8
1610,5
1611,9
1612,2
1613,7
1614,1
1615,2
1616,7
1617,9
1618,2
1619,1
1620,3
1621,2
1622,1
1623,9
1624,6
1625,9
1626,9
1627,1
1628,8
1629,0
1630,8
1631,6
1632,2
1633,9
1634,0
1635,1
1636,9
1637,3
1638,3
1639,3
1640,7
1641,2
1642,5
1643,1
1644,3
1645,9
1646,6
1647,9
1648,2
1649,9
1650,2
1651,0
1652,1
1653,3
1654,3
1655,9
1656,0
1657,8
1658,6
1659,8
1660,3
1661,7
1662,3
1663,9
1664,3
1665,1
1666,3
1667,6
1668,1
1669,2
1670,9
1671,9
1672,2
1673,7
1674,1
1675,7
1676,1
1677,8
1678,2
1679,8
1680,3
1681,1
1682,3
1683,5
1684,4
1685,1
1686,9
1687,8
1688,8
1689,9
1690,1
1691,1
1692,3
1693,9
1694,2
1695,1
1696,7
1697,0
1698,3
1699,7
1700,1
1701,3
1702,9
1703,6
1704,1
1705,8
1706,2
1707,8
1708,1
1709,2
1710,0
1711,9
1712,9
1713,1
1714,1
1715,9
1716,9
1717,0
1718,9
1719,0
1720,1
1721,6
1722,2
1723,1
1724,1
1725,0
1726,6
1727,1
1728,1
1729,8
1730,5
1731,0
1732,9
1733,2
1734,5
1735,1
1736,1
1737,0
1738,1
1739,8
1740,9
1741,8
1742,6
1743,7
1744,3
1745,6
1746,1
1747,5
1748,9
1749,3
1750,7
1751,6
1752,9
1753,8
1754,3
1755,4
1756,2
1757,9
1758,8
1759,5
1760,1
1761,3
1762,7
1763,3
1764,7
1765,1
1766,7
1767,1
1768,2
1769,7
1770,7
1771,7
1772,2
1773,3
1774,7
1775,9
1776,9
1777,8
1778,5
1779,1
1780,1
1781,5
1782,5
1783,9
1784,3
1785,1
1786,8
1787,0
1788,1
1789,9
1790,1
1791,5
1792,2
1793,0
1794,2
1795,9
1796,6
1797,3
1798,7
1799,9
1800,9
1801,2
1802,2
1803,9
1804,3
1805,1
1806,2
1807,1
1808,1
1809,6
1810,8
1811,1
1812,2
1813,7
1814,6
1815,3
1816,2
1817,6
1818,3
1819,0
1820,0
1821,9
1822,7
1823,9
1824,2
1825,8
1826,2
1827,3
1828,7
1829,3
1830,7
1831,8
1832,1
1833,0
1834,9
1835,3
1836,2
1837,2
1838,5
1839,2
1840,6
1841,5
1842,9
1843,2
1844,8
1845,2
1846,9
1847,7
1848,0
1849,5
1850,1
1851,4
1852,2
1853,9
1854,8
1855,4
1856,8
1857,2
1858,0
1859,7
1860,1
1861,1
1862,1
1863,1
1864,9
1865,0
1866,5
1867,0
1868,2
1869,8
1870,2
1871,9
1872,2
1873,8
1874,1
1875,1
1876,3
1877,0
1878,1
1879,7
1880,5
1881,2
1882,0
1883,8
1884,9
1885,3
1886,0
1887,7
1888,0
1889,2
1890,0
1891,8
1892,5
1893,7
1894,3
1895,1
1896,6
1897,3
1898,6
1899,2
1900,1
1901,6
1902,3
1903,1
1904,0
1905,3
1906,3
1907,1
1908,0
1909,5
1910,1
1911,6
1912,4
1913,1
1914,0
1915,2
1916,1
1917,2
1918,1
1919,5
1920,0
1921,3
1922,9
1923,0
1924,3
1925,2
1926,9
1927,7
1928,8
1929,1
1930,1
1931,0
1932,0
1933,4
1934,3
1935,4
1936,4
1937,1
1938,9
1939,9
1940,9
1941,0
1942,4
1943,0
1944,3
1945,5
1946,1
1947,2
1948,1
1949,1
1950,2
1951,3
1952,9
1953,9
1954,0
1955,3
1956,8
1957,2
1958,2
1959,7
1960,1
1961,8
1962,3
1963,0
1964,5
1965,2
1966,0
1967,5
1968,2
1969,1
1970,0
1971,1
1972,6
1973,2
1974,2
1975,2
1976,1
1977,8
1978,9
1979,2
1980,2
1981,1
1982,2
1983,3
1984,1
1985,6
1986,2
1987,0
1988,9
1989,7
1990,1
1991,7
1992,9
1993,1
1994,1
1995,2
1996,3
1997,0
1998,7
1999,8
2000,9
2001,2
2002,1
2003,7
2004,1
2005,9
2006,3
2007,8
2008,1
2009,3
2010,9
2011,3
2012,9
2013,4
2014,9
2015,1
2016,7
2017,5
2018,3
2019,3
2020,9
2021,1
2022,2
2023,7
2024,2
2025,9
2026,9
2027,2
2028,2
2029,1
2030,6
2031,1
2032,9
2033,2
2034,1
2035,9
2036,5
2037,3
2038,8
2039,9
2040,6
2041,4
2042,9
2043,9
2044,8
2045,0
2046,0
2047,8
2048,8
2049,1
2050,9
2051,4
2052,9
2053,9
2054,0
2055,7
2056,0
2057,9
2058,0
2059,3
2060,3
2061,4
2062,3
2063,0
2064,0
2065,0
2066,2
2067,2
2068,2
2069,9
2070,8
2071,7
2072,9
2073,7
2074,0
2075,1
2076,0
2077,1
2078,2
2079,4
2080,5
2081,9
2082,5
2083,2
2084,2
2085,6
2086,5
2087,1
2088,2
2089,0
2090,1
2091,0
2092,9
2093,2
2094,5
2095,1
2096,2
2097,0
2098,0
2099,0
2100,9
2101,2
2102,8
2103,2
2104,1
2105,2
2106,5
2107,1
2108,9
2109,9
2110,2
2111,9
2112,7
2113,2
2114,1
2115,1
2116,3
2117,1
2118,3
2119,0
2120,0
2121,1
2122,9
2123,5
2124,9
2125,8
2126,1
2127,9
2128,9
2129,7
2130,9
2131,3
2132,0
2133,5
2134,2
2135,3
2136,8
2137,1
2138,8
2139,0
2140,6
2141,1
2142,1
2143,8
2144,5
2145,1
2146,7
2147,7
2148,8
2149,2
2150,6
2151,0
2152,2
2153,8
2154,1
2155,5
2156,0
2157,4
2158,9
2159,1
2160,9
2161,8
2162,3
2163,0
2164,2
2165,4
2166,1
2167,9
2168,3
2169,5
2170,9
2171,3
2172,7
2173,5
2174,6
2175,3
2176,8
2177,1
2178,1
2179,9
2180,9
2181,3
2182,2
2183,9
2184,9
2185,8
2186,0
2187,8
2188,9
2189,1
2190,2
2191,0
2192,6
2193,7
2194,2
2195,2
2196,1
2197,2
2198,6
2199,9
2200,1
2201,1
2202,9
2203,9
2204,0
2205,2
2206,1
2207,7
2208,2
2209,8
2210,7
2211,9
2212,3
2213,1
2214,6
2215,5
2216,0
2217,2
2218,6
2219,0
2220,2
2221,0
2222,2
2223,8
2224,1
2225,2
2226,2
2227,0
2228,1
2229,1
2230,2
2231,8
2232,2
2233,7
2234,2
2235,1
2236,1
2237,7
2238,1
2239,7
2240,9
2241,9
2242,9
2243,9
2244,2
2245,0
2246,1
2247,9
2248,6
2249,9
2250,3
2251,9
2252,3
2253,5
2254,2
2255,3
2256,3
2257,9
2258,3
2259,1
2260,4
2261,9
2262,2
2263,2
2264,3
2265,3
2266,9
2267,6
2268,7
2269,1
2270,3
2271,5
2272,1
2273,5
2274,3
2275,8
2276,1
2277,7
2278,6
2279,8
2280,3
2281,1
2282,0
2283,9
2284,6
2285,9
2286,3
2287,7
2288,0
2289,3
2290,0
2291,9
2292,7
2293,5
2294,0
2295,1
2296,5
2297,3
2298,6
2299,1
2300,1
2301,1
2302,5
2303,2
2304,0
2305,4
2306,0
2307,6
2308,1
2309,1
2310,9
2311,9
2312,3
2313,4
2314,2
2315,7
2316,2
2317,8
2318,9
2319,8
2320,9
2321,7
2322,1
2323,7
2324,3
2325,8
2326,2
2327,9
2328,7
2329,9
2330,0
2331,1
2332,9
2333,3
2334,2
2335,2
2336,9
2337,0
2338,2
2339,5
2340,4
2341,8
2342,2
2343,5
2344,6
2345,2
2346,3
2347,0
2348,5
2349,1
2350,1
2351,1
2352,1
2353,1
2354,7
2355,3
2356,2
2357,7
2358,1
2359,0
2360,1
2361,6
2362,1
2363,2
2364,3
2365,6
2366,2
2367,2
2368,9
2369,4
2370,1
2371,9
2372,3
2373,4
2374,6
2375,1
2376,9
2377,1
2378,1
2379,9
2380,2
2381,1
2382,8
2383,6
2384,9
2385,2
2386,1
2387,2
2388,2
2389,2
2390,2
2391,2
2392,9
2393,6
2394,5
2395,1
2396,1
2397,9
2398,5
2399,7
2400,2
2401,1
2402,2
2403,1
2404,2
2405,3
2406,2
2407,8
2408,4
2409,1
2410,5
2411,3
2412,8
2413,9
2414,9
2415,9
2416,0
2417,1
2418,2
2419,5
2420,2
2421,2
2422,8
2423,7
2424,9
2425,0
2426,7
2427,1
2428,0
2429,3
2430,1
2431,4
2432,8
2433,2
2434,7
2435,9
2436,0
2437,0
2438,7
2439,0
2440,1
2441,2
2442,1
2443,2
2444,3
2445,1
2446,3
2447,3
2448,8
2449,3
2450,7
2451,0
2452,1
2453,2
2454,2
2455,4
2456,6
2457,5
2458,6
2459,3
2460,1
2461,1
2462,1
2463,5
2464,0
2465,9
2466,3
2467,5
2468,9
2469,3
2470,9
2471,3
2472,8
2473,2
2474,7
2475,1
2476,7
2477,1
2478,8
2479,0
2480,3
2481,1
2482,2
2483,7
2484,7
2485,3
2486,2
2487,5
2488,1
2489,0
2490,3
2491,0
2492,5
2493,8
2494,7
2495,9
2496,6
2497,2
2498,7
2499,1
2500,7
2501,7
2502,1
2503,1
2504,0
2505,9
2506,2
2507,3
2508,5
2509,4
2510,9
2511,0
2512,5
2513,5
2514,9
2515,7
2516,2
2517,6
2518,9
2519,1
2520,7
2521,1
2522,3
2523,9
2524,7
2525,1
2526,9
2527,1
2528,9
2529,0
2530,3
2531,0
2532,1
2533,7
2534,9
2535,8
2536,3
2537,3
2538,0
2539,2
2540,1
2541,1
2542,9
2543,3
2544,7
2545,7
2546,1
2547,6
2548,9
2549,3
2550,7
2551,7
2552,8
2553,2
2554,7
2555,9
2556,5
2557,6
2558,0
2559,3
2560,3
2561,9
2562,6
2563,1
2564,2
2565,2
2566,0
2567,8
2568,3
2569,9
2570,9
2571,6
2572,1
2573,7
2574,2
2575,6
2576,8
2577,9
2578,9
2579,2
2580,3
2581,9
2582,0
2583,3
2584,1
2585,1
2586,9
2587,9
2588,9
2589,1
2590,3
2591,1
2592,7
2593,1
2594,2
2595,1
2596,1
2597,1
2598,5
2599,2
2600,9
2601,9
2602,9
2603,1
2604,9
2605,1
2606,9
2607,7
2608,2
2609,2
2610,2
2611,7
2612,9
2613,2
2614,9
2615,4
2616,3
2617,2
2618,0
2619,9
2620,2
2621,6
2622,9
2623,6
2624,4
2625,2
2626,1
2627,0
2628,3
2629,6
2630,1
2631,7
2632,6
2633,6
2634,9
2635,2
2636,8
2637,1
2638,7
2639,2
2640,4
2641,9
2642,1
2643,8
2644,1
2645,9
2646,2
2647,3
2648,9
2649,4
2650,6
2651,0
2652,0
2653,6
2654,1
2655,1
2656,7
2657,2
2658,9
2659,6
2660,1
2661,0
2662,9
2663,9
2664,9
2665,0
2666,5
2667,0
2668,3
2669,4
2670,5
2671,5
2672,0
2673,5
2674,9
2675,0
2676,2
2677,0
2678,1
2679,2
2680,6
2681,6
2682,5
2683,0
2684,9
2685,3
2686,9
2687,0
2688,2
2689,1
2690,1
2691,0
2692,3
2693,6
2694,6
2695,2
2696,0
2697,2
2698,9
2699,6
2700,7
2701,1
2702,9
2703,3
2704,7
2705,7
2706,9
2707,3
2708,2
2709,3
2710,1
2711,7
2712,1
2713,7
2714,8
2715,2
2716,3
2717,0
2718,2
2719,6
2720,8
2721,0
2722,6
2723,8
2724,2
2725,1
2726,6
2727,1
2728,1
2729,1
2730,5
2731,9
2732,7
2733,7
2734,1
2735,1
2736,2
2737,7
2738,1
2739,0
2740,4
2741,8
2742,5
2743,8
2744,8
2745,1
2746,8
2747,8
2748,1
2749,6
2750,2
2751,1
2752,2
2753,2
2754,1
2755,5
2756,2
2757,8
2758,1
2759,5
2760,0
2761,1
2762,2
2763,3
2764,1
2765,5
2766,9
2767,4
2768,1
2769,9
2770,1
2771,3
2772,7
2773,3
2774,6
2775,2
2776,8
2777,7
2778,0
2779,2
2780,1
2781,2
2782,1
2783,1
2784,2
2785,2
2786,4
2787,1
2788,2
2789,3
2790,1
2791,9
2792,2
2793,8
2794,1
2795,9
2796,5
2797,3
2798,1
2799,9
2800,9
2801,1
2802,5
2803,3
2804,2
2805,9
2806,9
2807,1
2808,7
2809,6
2810,9
2811,1
2812,5
2813,8
2814,3
2815,8
2816,2
2817,7
2818,1
2819,1
2820,2
2821,1
2822,3
2823,7
2824,0
2825,9
2826,9
2827,8
2828,5
2829,2
2830,1
2831,2
2832,9
2833,9
2834,2
2835,6
2836,3
2837,7
2838,9
2839,9
2840,8
2841,9
2842,1
2843,1
2844,9
2845,7
2846,6
2847,1
2848,0
2849,6
2850,2
2851,1
2852,2
2853,2
2854,8
2855,4
2856,4
2857,9
2858,2
2859,0
2860,0
2861,7
2862,5
2863,9
2864,3
2865,1
2866,1
2867,3
2868,2
2869,6
2870,1
2871,9
2872,2
2873,2
2874,2
2875,1
2876,9
2877,1
2878,1
2879,1
2880,8
2881,1
2882,1
2883,0
2884,5
2885,8
2886,0
2887,9
2888,1
2889,6
2890,8
2891,1
2892,1
2893,2
2894,3
2895,7
2896,1
2897,2
2898,2
2899,3
2900,7
2901,7
2902,1
2903,9
2904,1
2905,7
2906,2
2907,4
2908,1
2909,6
2910,3
2911,8
2912,7
2913,3
2914,0
2915,9
2916,1
2917,0
2918,7
2919,6
2920,1
2921,9
2922,6
2923,7
2924,9
2925,3
2926,9
2927,1
2928,1
2929,1
2930,7
2931,3
2932,1
2933,1
2934,1
2935,1
2936,2
2937,6
2938,7
2939,4
2940,7
2941,1
2942,1
2943,1
2944,5
2945,8
2946,5
2947,6
2948,1
2949,2
2950,8
2951,1
2952,0
2953,0
2954,3
2955,2
2956,7
2957,7
2958,6
2959,3
2960,1
2961,0
2962,3
2963,9
2964,1
2965,1
2966,0
2967,9
2968,7
2969,5
2970,7
2971,1
2972,2
2973,0
2974,2
2975,1
2976,1
2977,3
2978,1
2979,3
2980,9
2981,1
2982,9
2983,6
2984,1
2985,9
2986,9
2987,1
2988,7
2989,2
2990,1
2991,1
2992,2
2993,1
2994,0
2995,3
